nct_id,canonical_drug,disease,score,baseline_p,counterfactual_p,delta_p,feasibility
NCT05653427,unmapped,hepatocellular carcinoma,CDS,0.8813,0.884,0.0027,LOW - requires fundamental biology change
NCT05653427,unmapped,hepatocellular carcinoma,TWS,0.8813,0.8799,-0.0014,MEDIUM - dose optimization or patient selection
NCT05687617,unmapped,gastric cancer,TDS,0.8813,0.8794,-0.0019,MEDIUM - combination therapy or target validation
NCT05687617,unmapped,gastric cancer,MCS,0.8813,0.8798,-0.0015,MEDIUM - modality switch or formulation change
NCT05687617,unmapped,gastric cancer,EMS,0.8813,0.882,0.0008,HIGH - invest in translational/mechanistic studies
NCT05687617,unmapped,gastric cancer,BFS,0.8813,0.8822,0.0009,HIGH - biomarker enrichment is a clinical design choice
NCT05687617,unmapped,gastric cancer,CDS,0.8813,0.884,0.0027,LOW - requires fundamental biology change
NCT05687617,unmapped,gastric cancer,TWS,0.8813,0.8799,-0.0014,MEDIUM - dose optimization or patient selection
NCT04118166,nivolumab,cancer nos,TDS,0.4582,0.9524,0.4942,MEDIUM - combination therapy or target validation
NCT04118166,nivolumab,cancer nos,MCS,0.4582,0.4547,-0.0035,MEDIUM - modality switch or formulation change
NCT04118166,nivolumab,cancer nos,EMS,0.4582,0.46,0.0018,HIGH - invest in translational/mechanistic studies
NCT04118166,nivolumab,cancer nos,BFS,0.4582,0.4604,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT04118166,nivolumab,cancer nos,CDS,0.4582,0.4646,0.0065,LOW - requires fundamental biology change
NCT04118166,nivolumab,cancer nos,TWS,0.4582,0.4548,-0.0034,MEDIUM - dose optimization or patient selection
NCT05085002,letrozole,breast cancer,TDS,0.2848,0.8698,0.585,MEDIUM - combination therapy or target validation
NCT05085002,letrozole,breast cancer,MCS,0.2848,0.2819,-0.0028,MEDIUM - modality switch or formulation change
NCT05085002,letrozole,breast cancer,EMS,0.2848,0.2862,0.0015,HIGH - invest in translational/mechanistic studies
NCT05085002,letrozole,breast cancer,BFS,0.2848,0.2866,0.0018,HIGH - biomarker enrichment is a clinical design choice
NCT05085002,letrozole,breast cancer,CDS,0.2848,0.2901,0.0053,LOW - requires fundamental biology change
NCT05085002,letrozole,breast cancer,TWS,0.2848,0.282,-0.0028,MEDIUM - dose optimization or patient selection
NCT03211117,pembrolizumab,thyroid cancer,TDS,0.5298,0.9638,0.4341,MEDIUM - combination therapy or target validation
NCT03211117,pembrolizumab,thyroid cancer,MCS,0.5298,0.5263,-0.0035,MEDIUM - modality switch or formulation change
NCT03211117,pembrolizumab,thyroid cancer,EMS,0.5298,0.528,-0.0018,HIGH - invest in translational/mechanistic studies
NCT03211117,pembrolizumab,thyroid cancer,BFS,0.5298,0.532,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT03211117,pembrolizumab,thyroid cancer,CDS,0.5298,0.5362,0.0065,LOW - requires fundamental biology change
NCT03211117,pembrolizumab,thyroid cancer,TWS,0.5298,0.5264,-0.0034,MEDIUM - dose optimization or patient selection
NCT02729896,atezolizumab,lymphoma,TDS,0.5099,0.9728,0.4629,MEDIUM - combination therapy or target validation
NCT02729896,atezolizumab,lymphoma,MCS,0.5099,0.5093,-0.0007,MEDIUM - modality switch or formulation change
NCT02729896,atezolizumab,lymphoma,EMS,0.5099,0.5107,0.0008,HIGH - invest in translational/mechanistic studies
NCT02729896,atezolizumab,lymphoma,BFS,0.5099,0.5122,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT02729896,atezolizumab,lymphoma,CDS,0.5099,0.5164,0.0065,LOW - requires fundamental biology change
NCT02729896,atezolizumab,lymphoma,TWS,0.5099,0.5065,-0.0034,MEDIUM - dose optimization or patient selection
NCT03365882,cetuximab,colorectal cancer,TDS,0.415,0.931,0.5161,MEDIUM - combination therapy or target validation
NCT03365882,cetuximab,colorectal cancer,MCS,0.415,0.4154,0.0004,MEDIUM - modality switch or formulation change
NCT03365882,cetuximab,colorectal cancer,EMS,0.415,0.4177,0.0028,HIGH - invest in translational/mechanistic studies
NCT03365882,cetuximab,colorectal cancer,BFS,0.415,0.4171,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT03365882,cetuximab,colorectal cancer,CDS,0.415,0.4161,0.0011,LOW - requires fundamental biology change
NCT03365882,cetuximab,colorectal cancer,TWS,0.415,0.4116,-0.0033,MEDIUM - dose optimization or patient selection
NCT02625480,cyclophosphamide,leukemia,TDS,0.3491,0.8295,0.4804,MEDIUM - combination therapy or target validation
NCT02625480,cyclophosphamide,leukemia,MCS,0.3491,0.3469,-0.0022,MEDIUM - modality switch or formulation change
NCT02625480,cyclophosphamide,leukemia,EMS,0.3491,0.3517,0.0026,HIGH - invest in translational/mechanistic studies
NCT02625480,cyclophosphamide,leukemia,BFS,0.3491,0.3511,0.002,HIGH - biomarker enrichment is a clinical design choice
NCT02625480,cyclophosphamide,leukemia,CDS,0.3491,0.355,0.0059,LOW - requires fundamental biology change
NCT02625480,cyclophosphamide,leukemia,TWS,0.3491,0.346,-0.0031,MEDIUM - dose optimization or patient selection
NCT03369223,nivolumab,cancer nos,TDS,0.3197,0.9175,0.5977,MEDIUM - combination therapy or target validation
NCT03369223,nivolumab,cancer nos,MCS,0.3197,0.3167,-0.003,MEDIUM - modality switch or formulation change
NCT03369223,nivolumab,cancer nos,EMS,0.3197,0.3213,0.0016,HIGH - invest in translational/mechanistic studies
NCT03369223,nivolumab,cancer nos,BFS,0.3197,0.3391,0.0194,HIGH - biomarker enrichment is a clinical design choice
NCT03369223,nivolumab,cancer nos,CDS,0.3197,0.3254,0.0057,LOW - requires fundamental biology change
NCT03369223,nivolumab,cancer nos,TWS,0.3197,0.3167,-0.003,MEDIUM - dose optimization or patient selection
NCT03296137,nivolumab,cancer nos,TDS,0.3197,0.9175,0.5977,MEDIUM - combination therapy or target validation
NCT03296137,nivolumab,cancer nos,MCS,0.3197,0.3167,-0.003,MEDIUM - modality switch or formulation change
NCT03296137,nivolumab,cancer nos,EMS,0.3197,0.3213,0.0016,HIGH - invest in translational/mechanistic studies
NCT03296137,nivolumab,cancer nos,BFS,0.3197,0.3391,0.0194,HIGH - biomarker enrichment is a clinical design choice
NCT03296137,nivolumab,cancer nos,CDS,0.3197,0.3254,0.0057,LOW - requires fundamental biology change
NCT03296137,nivolumab,cancer nos,TWS,0.3197,0.3167,-0.003,MEDIUM - dose optimization or patient selection
NCT03694002,ramucirumab,cancer nos,TDS,0.3473,0.8399,0.4925,MEDIUM - combination therapy or target validation
NCT03694002,ramucirumab,cancer nos,MCS,0.3473,0.3442,-0.0032,MEDIUM - modality switch or formulation change
NCT03694002,ramucirumab,cancer nos,EMS,0.3473,0.349,0.0016,HIGH - invest in translational/mechanistic studies
NCT03694002,ramucirumab,cancer nos,BFS,0.3473,0.3494,0.002,HIGH - biomarker enrichment is a clinical design choice
NCT03694002,ramucirumab,cancer nos,CDS,0.3473,0.3533,0.0059,LOW - requires fundamental biology change
NCT03694002,ramucirumab,cancer nos,TWS,0.3473,0.3442,-0.0031,MEDIUM - dose optimization or patient selection
NCT03760666,unmapped,leukemia,TDS,0.8813,0.8794,-0.0019,MEDIUM - combination therapy or target validation
NCT03760666,unmapped,leukemia,MCS,0.8813,0.8798,-0.0015,MEDIUM - modality switch or formulation change
NCT03760666,unmapped,leukemia,EMS,0.8813,0.882,0.0008,HIGH - invest in translational/mechanistic studies
NCT03760666,unmapped,leukemia,BFS,0.8813,0.8822,0.0009,HIGH - biomarker enrichment is a clinical design choice
NCT03760666,unmapped,leukemia,CDS,0.8813,0.884,0.0027,LOW - requires fundamental biology change
NCT03760666,unmapped,leukemia,TWS,0.8813,0.8799,-0.0014,MEDIUM - dose optimization or patient selection
NCT03069937,docetaxel,cancer nos,TDS,0.2919,0.8628,0.5709,MEDIUM - combination therapy or target validation
NCT03069937,docetaxel,cancer nos,MCS,0.2919,0.2891,-0.0029,MEDIUM - modality switch or formulation change
NCT03069937,docetaxel,cancer nos,EMS,0.2919,0.2934,0.0015,HIGH - invest in translational/mechanistic studies
NCT03069937,docetaxel,cancer nos,BFS,0.2919,0.2938,0.0019,HIGH - biomarker enrichment is a clinical design choice
NCT03069937,docetaxel,cancer nos,CDS,0.2919,0.2973,0.0054,LOW - requires fundamental biology change
NCT03069937,docetaxel,cancer nos,TWS,0.2919,0.2891,-0.0028,MEDIUM - dose optimization or patient selection
NCT03459222,nivolumab,cancer nos,TDS,0.4582,0.9524,0.4942,MEDIUM - combination therapy or target validation
NCT03459222,nivolumab,cancer nos,MCS,0.4582,0.4547,-0.0035,MEDIUM - modality switch or formulation change
NCT03459222,nivolumab,cancer nos,EMS,0.4582,0.46,0.0018,HIGH - invest in translational/mechanistic studies
NCT03459222,nivolumab,cancer nos,BFS,0.4582,0.4604,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT03459222,nivolumab,cancer nos,CDS,0.4582,0.4646,0.0065,LOW - requires fundamental biology change
NCT03459222,nivolumab,cancer nos,TWS,0.4582,0.4548,-0.0034,MEDIUM - dose optimization or patient selection
NCT02661542,unmapped,solid tumors,TDS,0.8049,0.802,-0.0029,MEDIUM - combination therapy or target validation
NCT02661542,unmapped,solid tumors,MCS,0.8049,0.8027,-0.0022,MEDIUM - modality switch or formulation change
NCT02661542,unmapped,solid tumors,EMS,0.8049,0.8061,0.0011,HIGH - invest in translational/mechanistic studies
NCT02661542,unmapped,solid tumors,BFS,0.8049,0.8184,0.0134,HIGH - biomarker enrichment is a clinical design choice
NCT02661542,unmapped,solid tumors,CDS,0.8049,0.809,0.0041,LOW - requires fundamental biology change
NCT02661542,unmapped,solid tumors,TWS,0.8049,0.8028,-0.0022,MEDIUM - dose optimization or patient selection
NCT04963088,capecitabine,gastric cancer,TDS,0.3081,0.7357,0.4275,MEDIUM - combination therapy or target validation
NCT04963088,capecitabine,gastric cancer,MCS,0.3081,0.3052,-0.003,MEDIUM - modality switch or formulation change
NCT04963088,capecitabine,gastric cancer,EMS,0.3081,0.3097,0.0015,HIGH - invest in translational/mechanistic studies
NCT04963088,capecitabine,gastric cancer,BFS,0.3081,0.3101,0.0019,HIGH - biomarker enrichment is a clinical design choice
NCT04963088,capecitabine,gastric cancer,CDS,0.3081,0.3137,0.0056,LOW - requires fundamental biology change
NCT04963088,capecitabine,gastric cancer,TWS,0.3081,0.3052,-0.0029,MEDIUM - dose optimization or patient selection
NCT04869488,enzalutamide,prostate cancer,TDS,0.5333,0.9,0.3667,MEDIUM - combination therapy or target validation
NCT04869488,enzalutamide,prostate cancer,MCS,0.5333,0.5341,0.0009,MEDIUM - modality switch or formulation change
NCT04869488,enzalutamide,prostate cancer,EMS,0.5333,0.5361,0.0028,HIGH - invest in translational/mechanistic studies
NCT04869488,enzalutamide,prostate cancer,BFS,0.5333,0.5355,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT04869488,enzalutamide,prostate cancer,CDS,0.5333,0.5343,0.001,LOW - requires fundamental biology change
NCT04869488,enzalutamide,prostate cancer,TWS,0.5333,0.5298,-0.0034,MEDIUM - dose optimization or patient selection
NCT02801578,ibrutinib,leukemia,TDS,0.5567,0.8996,0.343,MEDIUM - combination therapy or target validation
NCT02801578,ibrutinib,leukemia,MCS,0.5567,0.5543,-0.0024,MEDIUM - modality switch or formulation change
NCT02801578,ibrutinib,leukemia,EMS,0.5567,0.5549,-0.0018,HIGH - invest in translational/mechanistic studies
NCT02801578,ibrutinib,leukemia,BFS,0.5567,0.5589,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT02801578,ibrutinib,leukemia,CDS,0.5567,0.5578,0.0011,LOW - requires fundamental biology change
NCT02801578,ibrutinib,leukemia,TWS,0.5567,0.5533,-0.0034,MEDIUM - dose optimization or patient selection
NCT02768792,pembrolizumab,leukemia,TDS,0.5294,0.9638,0.4344,MEDIUM - combination therapy or target validation
NCT02768792,pembrolizumab,leukemia,MCS,0.5294,0.5259,-0.0035,MEDIUM - modality switch or formulation change
NCT02768792,pembrolizumab,leukemia,EMS,0.5294,0.5276,-0.0018,HIGH - invest in translational/mechanistic studies
NCT02768792,pembrolizumab,leukemia,BFS,0.5294,0.5316,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT02768792,pembrolizumab,leukemia,CDS,0.5294,0.5359,0.0065,LOW - requires fundamental biology change
NCT02768792,pembrolizumab,leukemia,TWS,0.5294,0.526,-0.0034,MEDIUM - dose optimization or patient selection
NCT02661971,ramucirumab,gastric cancer,TDS,0.3752,0.8555,0.4802,MEDIUM - combination therapy or target validation
NCT02661971,ramucirumab,gastric cancer,MCS,0.3752,0.372,-0.0033,MEDIUM - modality switch or formulation change
NCT02661971,ramucirumab,gastric cancer,EMS,0.3752,0.3769,0.0017,HIGH - invest in translational/mechanistic studies
NCT02661971,ramucirumab,gastric cancer,BFS,0.3752,0.3773,0.0021,HIGH - biomarker enrichment is a clinical design choice
NCT02661971,ramucirumab,gastric cancer,CDS,0.3752,0.3814,0.0061,LOW - requires fundamental biology change
NCT02661971,ramucirumab,gastric cancer,TWS,0.3752,0.372,-0.0032,MEDIUM - dose optimization or patient selection
NCT03043664,pembrolizumab,pancreatic cancer,TDS,0.5297,0.9638,0.4341,MEDIUM - combination therapy or target validation
NCT03043664,pembrolizumab,pancreatic cancer,MCS,0.5297,0.5262,-0.0035,MEDIUM - modality switch or formulation change
NCT03043664,pembrolizumab,pancreatic cancer,EMS,0.5297,0.5279,-0.0018,HIGH - invest in translational/mechanistic studies
NCT03043664,pembrolizumab,pancreatic cancer,BFS,0.5297,0.5319,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT03043664,pembrolizumab,pancreatic cancer,CDS,0.5297,0.5362,0.0065,LOW - requires fundamental biology change
NCT03043664,pembrolizumab,pancreatic cancer,TWS,0.5297,0.5263,-0.0034,MEDIUM - dose optimization or patient selection
NCT02795858,ramucirumab,cancer nos,TDS,0.3473,0.8399,0.4925,MEDIUM - combination therapy or target validation
NCT02795858,ramucirumab,cancer nos,MCS,0.3473,0.3442,-0.0032,MEDIUM - modality switch or formulation change
NCT02795858,ramucirumab,cancer nos,EMS,0.3473,0.349,0.0016,HIGH - invest in translational/mechanistic studies
NCT02795858,ramucirumab,cancer nos,BFS,0.3473,0.3494,0.002,HIGH - biomarker enrichment is a clinical design choice
NCT02795858,ramucirumab,cancer nos,CDS,0.3473,0.3533,0.0059,LOW - requires fundamental biology change
NCT02795858,ramucirumab,cancer nos,TWS,0.3473,0.3442,-0.0031,MEDIUM - dose optimization or patient selection
NCT04761198,nivolumab,solid tumors,TDS,0.5296,0.9638,0.4342,MEDIUM - combination therapy or target validation
NCT04761198,nivolumab,solid tumors,MCS,0.5296,0.5261,-0.0035,MEDIUM - modality switch or formulation change
NCT04761198,nivolumab,solid tumors,EMS,0.5296,0.5278,-0.0018,HIGH - invest in translational/mechanistic studies
NCT04761198,nivolumab,solid tumors,BFS,0.5296,0.5318,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT04761198,nivolumab,solid tumors,CDS,0.5296,0.5361,0.0065,LOW - requires fundamental biology change
NCT04761198,nivolumab,solid tumors,TWS,0.5296,0.5262,-0.0034,MEDIUM - dose optimization or patient selection
NCT04518852,sorafenib,hepatocellular carcinoma,TDS,0.372,0.8905,0.5185,MEDIUM - combination therapy or target validation
NCT04518852,sorafenib,hepatocellular carcinoma,MCS,0.372,0.3714,-0.0006,MEDIUM - modality switch or formulation change
NCT04518852,sorafenib,hepatocellular carcinoma,EMS,0.372,0.3737,0.0017,HIGH - invest in translational/mechanistic studies
NCT04518852,sorafenib,hepatocellular carcinoma,BFS,0.372,0.3741,0.0021,HIGH - biomarker enrichment is a clinical design choice
NCT04518852,sorafenib,hepatocellular carcinoma,CDS,0.372,0.3731,0.0011,LOW - requires fundamental biology change
NCT04518852,sorafenib,hepatocellular carcinoma,TWS,0.372,0.3688,-0.0032,MEDIUM - dose optimization or patient selection
NCT03801304,atezolizumab,nsclc,TDS,0.4834,0.97,0.4866,MEDIUM - combination therapy or target validation
NCT03801304,atezolizumab,nsclc,MCS,0.4834,0.4827,-0.0007,MEDIUM - modality switch or formulation change
NCT03801304,atezolizumab,nsclc,EMS,0.4834,0.4816,-0.0018,HIGH - invest in translational/mechanistic studies
NCT03801304,atezolizumab,nsclc,BFS,0.4834,0.4856,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT03801304,atezolizumab,nsclc,CDS,0.4834,0.4899,0.0065,LOW - requires fundamental biology change
NCT03801304,atezolizumab,nsclc,TWS,0.4834,0.48,-0.0034,MEDIUM - dose optimization or patient selection
NCT03409848,nivolumab,gastric cancer,TDS,0.5295,0.9638,0.4343,MEDIUM - combination therapy or target validation
NCT03409848,nivolumab,gastric cancer,MCS,0.5295,0.526,-0.0035,MEDIUM - modality switch or formulation change
NCT03409848,nivolumab,gastric cancer,EMS,0.5295,0.5277,-0.0018,HIGH - invest in translational/mechanistic studies
NCT03409848,nivolumab,gastric cancer,BFS,0.5295,0.5317,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT03409848,nivolumab,gastric cancer,CDS,0.5295,0.5359,0.0065,LOW - requires fundamental biology change
NCT03409848,nivolumab,gastric cancer,TWS,0.5295,0.5261,-0.0034,MEDIUM - dose optimization or patient selection
NCT03891238,avelumab,bladder cancer,TDS,0.4846,0.9701,0.4855,MEDIUM - combination therapy or target validation
NCT03891238,avelumab,bladder cancer,MCS,0.4846,0.484,-0.0007,MEDIUM - modality switch or formulation change
NCT03891238,avelumab,bladder cancer,EMS,0.4846,0.4828,-0.0018,HIGH - invest in translational/mechanistic studies
NCT03891238,avelumab,bladder cancer,BFS,0.4846,0.4868,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT03891238,avelumab,bladder cancer,CDS,0.4846,0.4911,0.0065,LOW - requires fundamental biology change
NCT03891238,avelumab,bladder cancer,TWS,0.4846,0.4812,-0.0034,MEDIUM - dose optimization or patient selection
NCT02659020,gemcitabine,cancer nos,TDS,0.3199,0.7427,0.4229,MEDIUM - combination therapy or target validation
NCT02659020,gemcitabine,cancer nos,MCS,0.3199,0.3168,-0.003,MEDIUM - modality switch or formulation change
NCT02659020,gemcitabine,cancer nos,EMS,0.3199,0.3214,0.0016,HIGH - invest in translational/mechanistic studies
NCT02659020,gemcitabine,cancer nos,BFS,0.3199,0.3218,0.0019,HIGH - biomarker enrichment is a clinical design choice
NCT02659020,gemcitabine,cancer nos,CDS,0.3199,0.3255,0.0057,LOW - requires fundamental biology change
NCT02659020,gemcitabine,cancer nos,TWS,0.3199,0.3169,-0.003,MEDIUM - dose optimization or patient selection
NCT02716974,docetaxel,prostate cancer,TDS,0.3437,0.8887,0.545,MEDIUM - combination therapy or target validation
NCT02716974,docetaxel,prostate cancer,MCS,0.3437,0.3406,-0.0032,MEDIUM - modality switch or formulation change
NCT02716974,docetaxel,prostate cancer,EMS,0.3437,0.3454,0.0016,HIGH - invest in translational/mechanistic studies
NCT02716974,docetaxel,prostate cancer,BFS,0.3437,0.3458,0.002,HIGH - biomarker enrichment is a clinical design choice
NCT02716974,docetaxel,prostate cancer,CDS,0.3437,0.3496,0.0059,LOW - requires fundamental biology change
NCT02716974,docetaxel,prostate cancer,TWS,0.3437,0.3406,-0.0031,MEDIUM - dose optimization or patient selection
NCT03989115,osimertinib,solid tumors,TDS,0.3571,0.9133,0.5561,MEDIUM - combination therapy or target validation
NCT03989115,osimertinib,solid tumors,MCS,0.3571,0.3575,0.0004,MEDIUM - modality switch or formulation change
NCT03989115,osimertinib,solid tumors,EMS,0.3571,0.3597,0.0026,HIGH - invest in translational/mechanistic studies
NCT03989115,osimertinib,solid tumors,BFS,0.3571,0.3592,0.0021,HIGH - biomarker enrichment is a clinical design choice
NCT03989115,osimertinib,solid tumors,CDS,0.3571,0.3582,0.001,LOW - requires fundamental biology change
NCT03989115,osimertinib,solid tumors,TWS,0.3571,0.354,-0.0031,MEDIUM - dose optimization or patient selection
NCT02631590,gemcitabine,bladder cancer,TDS,0.3463,0.7648,0.4185,MEDIUM - combination therapy or target validation
NCT02631590,gemcitabine,bladder cancer,MCS,0.3463,0.3431,-0.0032,MEDIUM - modality switch or formulation change
NCT02631590,gemcitabine,bladder cancer,EMS,0.3463,0.3479,0.0016,HIGH - invest in translational/mechanistic studies
NCT02631590,gemcitabine,bladder cancer,BFS,0.3463,0.3483,0.002,HIGH - biomarker enrichment is a clinical design choice
NCT02631590,gemcitabine,bladder cancer,CDS,0.3463,0.3522,0.0059,LOW - requires fundamental biology change
NCT02631590,gemcitabine,bladder cancer,TWS,0.3463,0.3432,-0.0031,MEDIUM - dose optimization or patient selection
NCT03284424,pembrolizumab,cancer nos,TDS,0.4582,0.9524,0.4942,MEDIUM - combination therapy or target validation
NCT03284424,pembrolizumab,cancer nos,MCS,0.4582,0.4547,-0.0035,MEDIUM - modality switch or formulation change
NCT03284424,pembrolizumab,cancer nos,EMS,0.4582,0.46,0.0018,HIGH - invest in translational/mechanistic studies
NCT03284424,pembrolizumab,cancer nos,BFS,0.4582,0.4604,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT03284424,pembrolizumab,cancer nos,CDS,0.4582,0.4646,0.0065,LOW - requires fundamental biology change
NCT03284424,pembrolizumab,cancer nos,TWS,0.4582,0.4548,-0.0034,MEDIUM - dose optimization or patient selection
NCT05163106,ribociclib,breast cancer,TDS,0.4943,0.9406,0.4463,MEDIUM - combination therapy or target validation
NCT05163106,ribociclib,breast cancer,MCS,0.4943,0.4948,0.0005,MEDIUM - modality switch or formulation change
NCT05163106,ribociclib,breast cancer,EMS,0.4943,0.4936,-0.0007,HIGH - invest in translational/mechanistic studies
NCT05163106,ribociclib,breast cancer,BFS,0.4943,0.4965,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT05163106,ribociclib,breast cancer,CDS,0.4943,0.4954,0.0011,LOW - requires fundamental biology change
NCT05163106,ribociclib,breast cancer,TWS,0.4943,0.4909,-0.0034,MEDIUM - dose optimization or patient selection
NCT04133948,nivolumab,melanoma,TDS,0.493,0.9586,0.4656,MEDIUM - combination therapy or target validation
NCT04133948,nivolumab,melanoma,MCS,0.493,0.4895,-0.0035,MEDIUM - modality switch or formulation change
NCT04133948,nivolumab,melanoma,EMS,0.493,0.4912,-0.0018,HIGH - invest in translational/mechanistic studies
NCT04133948,nivolumab,melanoma,BFS,0.493,0.4952,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT04133948,nivolumab,melanoma,CDS,0.493,0.4995,0.0065,LOW - requires fundamental biology change
NCT04133948,nivolumab,melanoma,TWS,0.493,0.4896,-0.0034,MEDIUM - dose optimization or patient selection
NCT04308785,atezolizumab,cancer nos,TDS,0.4517,0.9659,0.5142,MEDIUM - combination therapy or target validation
NCT04308785,atezolizumab,cancer nos,MCS,0.4517,0.4511,-0.0007,MEDIUM - modality switch or formulation change
NCT04308785,atezolizumab,cancer nos,EMS,0.4517,0.4535,0.0018,HIGH - invest in translational/mechanistic studies
NCT04308785,atezolizumab,cancer nos,BFS,0.4517,0.4539,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT04308785,atezolizumab,cancer nos,CDS,0.4517,0.4582,0.0064,LOW - requires fundamental biology change
NCT04308785,atezolizumab,cancer nos,TWS,0.4517,0.4483,-0.0034,MEDIUM - dose optimization or patient selection
NCT04313504,niraparib,hnscc,TDS,0.5769,0.9264,0.3496,MEDIUM - combination therapy or target validation
NCT04313504,niraparib,hnscc,MCS,0.5769,0.5762,-0.0006,MEDIUM - modality switch or formulation change
NCT04313504,niraparib,hnscc,EMS,0.5769,0.5786,0.0018,HIGH - invest in translational/mechanistic studies
NCT04313504,niraparib,hnscc,BFS,0.5769,0.5791,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT04313504,niraparib,hnscc,CDS,0.5769,0.578,0.0011,LOW - requires fundamental biology change
NCT04313504,niraparib,hnscc,TWS,0.5769,0.5735,-0.0033,MEDIUM - dose optimization or patient selection
NCT04146038,venetoclax,leukemia,TDS,0.3403,0.8197,0.4793,MEDIUM - combination therapy or target validation
NCT04146038,venetoclax,leukemia,MCS,0.3403,0.3382,-0.0021,MEDIUM - modality switch or formulation change
NCT04146038,venetoclax,leukemia,EMS,0.3403,0.3429,0.0026,HIGH - invest in translational/mechanistic studies
NCT04146038,venetoclax,leukemia,BFS,0.3403,0.3423,0.002,HIGH - biomarker enrichment is a clinical design choice
NCT04146038,venetoclax,leukemia,CDS,0.3403,0.3413,0.001,LOW - requires fundamental biology change
NCT04146038,venetoclax,leukemia,TWS,0.3403,0.3373,-0.0031,MEDIUM - dose optimization or patient selection
NCT03128359,cyclophosphamide,lymphoma,TDS,0.3531,0.832,0.4789,MEDIUM - combination therapy or target validation
NCT03128359,cyclophosphamide,lymphoma,MCS,0.3531,0.3509,-0.0022,MEDIUM - modality switch or formulation change
NCT03128359,cyclophosphamide,lymphoma,EMS,0.3531,0.3557,0.0026,HIGH - invest in translational/mechanistic studies
NCT03128359,cyclophosphamide,lymphoma,BFS,0.3531,0.3551,0.002,HIGH - biomarker enrichment is a clinical design choice
NCT03128359,cyclophosphamide,lymphoma,CDS,0.3531,0.359,0.006,LOW - requires fundamental biology change
NCT03128359,cyclophosphamide,lymphoma,TWS,0.3531,0.3499,-0.0031,MEDIUM - dose optimization or patient selection
NCT06022692,unmapped,cancer nos,TDS,0.8813,0.8794,-0.0019,MEDIUM - combination therapy or target validation
NCT06022692,unmapped,cancer nos,MCS,0.8813,0.8798,-0.0015,MEDIUM - modality switch or formulation change
NCT06022692,unmapped,cancer nos,EMS,0.8813,0.882,0.0008,HIGH - invest in translational/mechanistic studies
NCT06022692,unmapped,cancer nos,BFS,0.8813,0.8822,0.0009,HIGH - biomarker enrichment is a clinical design choice
NCT06022692,unmapped,cancer nos,CDS,0.8813,0.884,0.0027,LOW - requires fundamental biology change
NCT06022692,unmapped,cancer nos,TWS,0.8813,0.8799,-0.0014,MEDIUM - dose optimization or patient selection
NCT02624492,rituximab,lymphoma,TDS,0.4904,0.8715,0.3811,MEDIUM - combination therapy or target validation
NCT02624492,rituximab,lymphoma,MCS,0.4904,0.4869,-0.0035,MEDIUM - modality switch or formulation change
NCT02624492,rituximab,lymphoma,EMS,0.4904,0.4922,0.0018,HIGH - invest in translational/mechanistic studies
NCT02624492,rituximab,lymphoma,BFS,0.4904,0.4926,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT02624492,rituximab,lymphoma,CDS,0.4904,0.4969,0.0065,LOW - requires fundamental biology change
NCT02624492,rituximab,lymphoma,TWS,0.4904,0.487,-0.0034,MEDIUM - dose optimization or patient selection
NCT04382664,nivolumab,melanoma,TDS,0.493,0.9586,0.4656,MEDIUM - combination therapy or target validation
NCT04382664,nivolumab,melanoma,MCS,0.493,0.4895,-0.0035,MEDIUM - modality switch or formulation change
NCT04382664,nivolumab,melanoma,EMS,0.493,0.4912,-0.0018,HIGH - invest in translational/mechanistic studies
NCT04382664,nivolumab,melanoma,BFS,0.493,0.4952,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT04382664,nivolumab,melanoma,CDS,0.493,0.4995,0.0065,LOW - requires fundamental biology change
NCT04382664,nivolumab,melanoma,TWS,0.493,0.4896,-0.0034,MEDIUM - dose optimization or patient selection
NCT04310709,nivolumab,hepatocellular carcinoma,TDS,0.5285,0.9636,0.4352,MEDIUM - combination therapy or target validation
NCT04310709,nivolumab,hepatocellular carcinoma,MCS,0.5285,0.525,-0.0035,MEDIUM - modality switch or formulation change
NCT04310709,nivolumab,hepatocellular carcinoma,EMS,0.5285,0.5267,-0.0018,HIGH - invest in translational/mechanistic studies
NCT04310709,nivolumab,hepatocellular carcinoma,BFS,0.5285,0.5307,0.0022,HIGH - biomarker enrichment is a clinical design choice
